From	Entry	Transmembrane	Transit peptide
O43808	O43808	TRANSMEM 10..30; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 67..87; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 105..125; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 161..181; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 203..223; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 281..301; /note="Helical; Name=6"; /evidence="ECO:0000255"	
O94660	O94660		
Q12179	Q12179		
Q06J62	Q06J62		
Q86V20	Q86V20		
P0CX38	P0CX38		
P12695	P12695		TRANSIT 1..28; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:3050999"
Q96T76	Q96T76		
P53255	P53255		
Q42736	Q42736		TRANSIT 1..79; /note="Chloroplast"; /evidence="ECO:0000250"
Q9UI26	Q9UI26		
Q96524	Q96524		
O94393	O94393		
P54886	P54886		
O81242	O81242		
Q9P7M4	Q9P7M4		
Q1XDD3	Q1XDD3		
Q9Y276	Q9Y276	TRANSMEM 16..32; /note="Helical"; /evidence="ECO:0000255"	
O95411	O95411		
Q9UUI3	Q9UUI3		
L0R8F8	L0R8F8		
P46060	P46060		
O74350	O74350		
Q90ZN1	Q90ZN1	TRANSMEM 86..106; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 156..176; /note="Helical"; /evidence="ECO:0000255"	
Q9QXM1	Q9QXM1		
Q9UGU0	Q9UGU0		
P27469	P27469		
A8MPH9	A8MPH9		
Q4WTI4	Q4WTI4		
Q93009	Q93009		
O13563	O13563		
Q09135	Q09135		
O65107	O65107		TRANSIT <1..27; /note="Chloroplast"; /evidence="ECO:0000255"
Q93VM9	Q93VM9		
P05084	P05084		
P52553	P52553		
O88735	O88735		
Q18297	Q18297	TRANSMEM 812..832; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 871..891; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 895..915; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 933..953; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 976..996; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 1049..1069; /note="Helical; Name=6"; /evidence="ECO:0000255"	
O60141	O60141		
P54074	P54074	TRANSMEM 70..90; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 117..137; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 153..173; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 210..230; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 274..294; /note="Helical"; /evidence="ECO:0000255"	
Q9BDP6	Q9BDP6		
P79211	P79211	TRANSMEM 9..29; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 50..70; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 101..121; /note="Helical; Name=5"; /evidence="ECO:0000255"	
Q18508	Q18508		
P40515	P40515	TRANSMEM 132..149; /note="Helical"; /evidence="ECO:0000255"	
Q24167	Q24167		
Q09LL3	Q09LL3		
Q1M168	Q1M168		
P0CB49	P0CB49		
Q9DB96	Q9DB96		
Q01519	Q01519		
A0A0B5L781	A0A0B5L781		
O13698	O13698		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9HAB3	Q9HAB3	TRANSMEM 14..34; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 47..67; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 86..106; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 112..132; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 147..167; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 196..216; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 277..297; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 312..332; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 339..359; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 366..386; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 404..424; /note="Helical"; /evidence="ECO:0000255"	
Q6FJH4	Q6FJH4	TRANSMEM 80..100; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 119..139; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 146..166; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 169..189; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 210..230; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 237..257; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 332..352; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 374..394; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 419..439; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 441..461; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 481..501; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 511..531; /note="Helical"; /evidence="ECO:0000255"	
Q04048	Q04048		
Q9TYY7	Q9TYY7	TRANSMEM 25..45; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 53..73; /note="Helical; Name=2"; /evidence="ECO:0000255"	
Q9VX09	Q9VX09		
P56347	P56347		
Q9P7S6	Q9P7S6		
Q9P7K5	Q9P7K5		
Q86UD5	Q86UD5	TRANSMEM 87..104; /note="Helical; Name=1"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 114..133; /note="Helical; Name=2"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 145..161; /note="Helical; Name=3"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 172..189; /note="Helical; Name=4"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 201..227; /note="Helical; Name=5"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 234..242; /note="Helical; Name=6"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 271..290; /note="Helical; Name=7"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 301..324; /note="Helical; Name=8"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 340..357; /note="Helical; Name=9"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 362..373; /note="Helical; Name=10"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 391..411; /note="Helical; Name=11"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 418..440; /note="Helical; Name=12"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 462..473; /note="Helical; Name=13"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"; TRANSMEM 487..509; /note="Helical; Name=14"; /evidence="ECO:0000250|UniProtKB:A0A6P3HVI0"	
Q5SSW2	Q5SSW2		
P39943	P39943		
Q22829	Q22829		
Q32NR9	Q32NR9		
Q26366	Q26366		
Q03770	Q03770	TRANSMEM 286..306; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 330..350; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 358..378; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 401..421; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 423..443; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 501..521; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 541..561; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 624..644; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 674..694; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 704..724; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 756..776; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 785..805; /note="Helical"; /evidence="ECO:0000255"	
Q0P5B3	Q0P5B3		
Q01981	Q01981		
Q6DBR6	Q6DBR6		
Q08142	Q08142		
Q07930	Q07930		
P40028	P40028		
Q9SNC0	Q9SNC0		
P48732	P48732		
J9N5P9	J9N5P9		
O74381	O74381		
Q9VZQ1	Q9VZQ1		
O94405	O94405		
Q8VXP3	Q8VXP3		TRANSIT 1..?; /note="Chloroplast"; /evidence="ECO:0000255"
Q0WP96	Q0WP96	TRANSMEM 1..21; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 29..49; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 91..111; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 123..143; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 177..197; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 210..230; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 268..288; /note="Helical"; /evidence="ECO:0000255"	
Q9M9L6	Q9M9L6		
P58151	P58151		
O42882	O42882		
Q9H5F2	Q9H5F2		
Q13156	Q13156		
Q9P7M6	Q9P7M6		
Q92374	Q92374		
Q9UUE7	Q9UUE7		
Q921G6	Q921G6	TRANSMEM 655..675; /note="Helical"; /evidence="ECO:0000255"	
Q9NYK5	Q9NYK5		
Q9ULZ0	Q9ULZ0		
P40917	P40917		
P37398	P37398		
Q96HS1	Q96HS1	TRANSMEM 7..29; /note="Helical"; /evidence="ECO:0000255"	
O94606	O94606		
Q9NXE8	Q9NXE8		
P23611	P23611		
O95571	O95571		TRANSIT 1..7; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:19136963"
Q9US38	Q9US38		
Q5T5X7	Q5T5X7		
O22265	O22265		TRANSIT 1..56; /note="Chloroplast"; /evidence="ECO:0000255"
Q60864	Q60864		
Q9VV74	Q9VV74		
Q91WN3	Q91WN3	TRANSMEM 15..35; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 48..68; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 90..110; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 130..150; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 164..184; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 209..229; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 243..263; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 289..309; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 339..359; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 361..381; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 396..416; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 424..444; /note="Helical; Name=12"; /evidence="ECO:0000255"	
P53873	P53873		
Q8IM30	Q8IM30		TRANSIT 1..?; /note="Apicoplast"
O50016	O50016		
Q3U5Q7	Q3U5Q7		TRANSIT 1..73; /note="Mitochondrion"; /evidence="ECO:0000255"
P11596	P11596		
Q9QZU4	Q9QZU4	TRANSMEM 139..159; /note="Helical"; /evidence="ECO:0000255"	
O94480	O94480		
Q5XIQ3	Q5XIQ3		
O43114	O43114		
P80264	P80264		
Q91V08	Q91V08	TRANSMEM 42..62; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
Q9P7W7	Q9P7W7		
Q8S9M1	Q8S9M1		TRANSIT 1..48; /note="Chloroplast"; /evidence="ECO:0000255"
E9Q5F9	E9Q5F9		
Q0H8X7	Q0H8X7		
P36056	P36056		TRANSIT 1..15; /note="Mitochondrion"; /evidence="ECO:0000255"
Q15424	Q15424		
O94261	O94261		
F4JYE9	F4JYE9		TRANSIT 1..33; /note="Mitochondrion"; /evidence="ECO:0000255"
P32336	P32336		
Q96TL7	Q96TL7		
O13801	O13801		
Q23794	Q23794		
Q9C5Q8	Q9C5Q8		
Q9H790	Q9H790		
Q9NVV4	Q9NVV4		TRANSIT 1..37; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9NW15	Q9NW15	TRANSMEM 208..228; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 241..261; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 317..337; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 353..373; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 401..421; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 501..521; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 554..574; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 591..611; /note="Helical"; /evidence="ECO:0000255"	
Q8GTR4	Q8GTR4		TRANSIT 1..62; /note="Chloroplast"; /evidence="ECO:0000255"
Q12497	Q12497		TRANSIT 1..25; /note="Mitochondrion"; /evidence="ECO:0000255"
P00966	P00966		
Q9Y5X3	Q9Y5X3		
P38777	P38777		
Q9GZL7	Q9GZL7		
P25005	P25005	TRANSMEM 14..34; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 71..91; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 101..121; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 139..159; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 165..185; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 188..208; /note="Helical"; /evidence="ECO:0000255"	
Q9CQJ2	Q9CQJ2		
Q38834	Q38834		
Q9ZUZ6	Q9ZUZ6		TRANSIT 1..24; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9LPW3	Q9LPW3		
Q8NEY8	Q8NEY8		
Q01617	Q01617		
Q9JJK1	Q9JJK1	TRANSMEM 31..51; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 136..156; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 224..244; /note="Helical"; /evidence="ECO:0000255"	
P32807	P32807		
Q147X3	Q147X3		
Q9M0V4	Q9M0V4		
Q9SS48	Q9SS48		TRANSIT 1..48; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9SRK5	Q9SRK5		TRANSIT 1..61; /note="Chloroplast"; /evidence="ECO:0000255"
Q7SY10	Q7SY10	TRANSMEM 108..128; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 137..157; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 170..190; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 229..249; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 266..286; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 368..388; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 456..476; /note="Helical"; /evidence="ECO:0000255"	
Q6TA49	Q6TA49	TRANSMEM 1..21; /note="Helical"; /evidence="ECO:0000255"	
P40848	P40848		
B2RZD2	B2RZD2	TRANSMEM 71..91; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 109..129; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 140..160; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 198..218; /note="Helical"; /evidence="ECO:0000255"	
Q09725	Q09725		
O15438	O15438	TRANSMEM 33..53; /note="Helical; Name=1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 74..94; /note="Helical; Name=2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 100..120; /note="Helical; Name=3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 133..153; /note="Helical; Name=4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 172..192; /note="Helical; Name=5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 303..323; /note="Helical; Name=6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 350..370; /note="Helical; Name=7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 427..447; /note="Helical; Name=8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 451..471; /note="Helical; Name=9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 534..554; /note="Helical; Name=10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 577..597; /note="Helical; Name=11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 964..984; /note="Helical; Name=12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 1022..1042; /note="Helical; Name=13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 1086..1106; /note="Helical; Name=14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 1108..1128; /note="Helical; Name=15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 1200..1220; /note="Helical; Name=16"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 1223..1243; /note="Helical; Name=17"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"	
O59744	O59744	TRANSMEM 560..580; /note="Helical"; /evidence="ECO:0000255"	
O95466	O95466		
P53125	P53125		
Q9H1K0	Q9H1K0		
Q9LLY4	Q9LLY4	TRANSMEM 113..133; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 210..230; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..49; /note="Chloroplast"; /evidence="ECO:0000255"
O94723	O94723		TRANSIT 1..20; /note="Mitochondrion"
P32357	P32357		
Q09823	Q09823		
Q497V6	Q497V6		
O94583	O94583		
Q945M1	Q945M1		
P25642	P25642		TRANSIT 1..38; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9SU14	Q9SU14		
Q6S000	Q6S000		
Q8BMB0	Q8BMB0		
P35228	P35228		
O80504	O80504		TRANSIT 1..39; /note="Chloroplast"; /evidence="ECO:0000255"
Q5IZC8	Q5IZC8	TRANSMEM 24..32; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 88..96; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 141..148; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 157..164; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 272..280; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 293..301; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 364..370; /note="Beta stranded"; /evidence="ECO:0000255"; TRANSMEM 385..392; /note="Beta stranded"; /evidence="ECO:0000255"	
Q16773	Q16773		
P36532	P36532		TRANSIT 1..24; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:2060626"
P38279	P38279	TRANSMEM 13..33; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 45..65; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 69..89; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 164..184; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 200..220; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 239..259; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 263..283; /note="Helical"; /evidence="ECO:0000255"	
Q9FFF4	Q9FFF4		TRANSIT 1..53; /note="Chloroplast"; /evidence="ECO:0000255"
P91082	P91082		
O74113	O74113		
P35549	P35549		
P20482	P20482		
O59748	O59748		
Q7TPD6	Q7TPD6		
A6NC51	A6NC51	TRANSMEM 8..28; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 52..72; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 85..105; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 117..137; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 156..176; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 186..206; /note="Helical"; /evidence="ECO:0000255"	
P69851	P69851		
Q14674	Q14674		
P81909	P81909	TRANSMEM 50..70; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 87..107; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 137..157; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 183..203; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 264..280; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 287..304; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 357..377; /note="Helical; Name=7"; /evidence="ECO:0000255"	
O74984	O74984		
Q9P7P9	Q9P7P9		
Q03702	Q03702		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
G5EG17	G5EG17		
Q96T23	Q96T23		
P26862	P26862		
Q9NY27	Q9NY27		
Q9FVE6	Q9FVE6		
Q70IA6	Q70IA6		
Q9BRJ2	Q9BRJ2		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
Q02038	Q02038		TRANSIT 1..37; /note="Mitochondrion"; /evidence="ECO:0000250|UniProtKB:P42676"
P54857	P54857		
Q6AX31	Q6AX31	TRANSMEM 14..34; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 58..78; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 104..124; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 155..175; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 206..226; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 257..277; /note="Helical; Name=6"; /evidence="ECO:0000255"	
D4A3U0	D4A3U0	TRANSMEM 46..66; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 86..106; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 116..136; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 157..177; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 209..229; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 315..335; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 349..369; /note="Helical; Name=7"; /evidence="ECO:0000255"	
A2RVK7	A2RVK7		
Q02336	Q02336		
Q86TB3	Q86TB3		
Q9HCN2	Q9HCN2		
Q09779	Q09779		
P25379	P25379		
Q02794	Q02794		
Q9C469	Q9C469		
P40481	P40481		
Q7YZH1	Q7YZH1		
P35435	P35435		
Q80WQ9	Q80WQ9		
Q9VWE6	Q9VWE6		
Q04779	Q04779		
P38927	P38927		
P39979	P39979		
Q07458	Q07458		
Q8N2H3	Q8N2H3		
Q14916	Q14916	TRANSMEM 81..101; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 119..139; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 178..198; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 200..220; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 257..277; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 301..321; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 339..359; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 365..385; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 401..421; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 433..453; /note="Helical"; /evidence="ECO:0000255"	
Q9Y241	Q9Y241	TRANSMEM 26..46; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00836"; TRANSMEM 60..80; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00836"	
P36162	P36162		
D3YZI9	D3YZI9		
O94392	O94392		
Q6UB98	Q6UB98		
H2KY91	H2KY91		
P51228	P51228		
Q92619	Q92619		
O82504	O82504		
F4JLC1	F4JLC1		TRANSIT 1..59; /note="Chloroplast"; /evidence="ECO:0000255"
O94277	O94277		
P40530	P40530		TRANSIT 1..20; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9EQH4	Q9EQH4		
O94258	O94258		
P36168	P36168		
Q9BYK8	Q9BYK8		
Q9FYR6	Q9FYR6		TRANSIT 1..?; /note="Chloroplast and mitochondrion"; /evidence="ECO:0000305"
P48945	P48945		
Q9SPU7	Q9SPU7		
Q9Y802	Q9Y802		
Q94KE2	Q94KE2		
Q1XDS0	Q1XDS0		
Q9P5M9	Q9P5M9		
Q16186	Q16186		
Q9VW51	Q9VW51		
O94493	O94493		
P49728	P49728	TRANSMEM 39..68; /note="Helical"	TRANSIT 1..29; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:7493968"
Q10990	Q10990		
Q10426	Q10426		
Q96L50	Q96L50		
Q9USU3	Q9USU3		
Q7RYL4	Q7RYL4		TRANSIT 1..64; /note="Mitochondrion"; /evidence="ECO:0000255"
Q8CGY6	Q8CGY6		
Q99933	Q99933		
A0A0P0X0C0	A0A0P0X0C0		
Q8IWA0	Q8IWA0		
Q9H0E9	Q9H0E9		
O60053	O60053		
Q6J4K2	Q6J4K2	TRANSMEM 96..116; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 141..161; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 169..189; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 201..221; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 227..247; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 326..346; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 361..381; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 384..404; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 417..437; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 446..466; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 488..508; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 525..545; /note="Helical; Name=12"; /evidence="ECO:0000255"; TRANSMEM 559..579; /note="Helical; Name=13"; /evidence="ECO:0000255"	TRANSIT 1..26; /note="Mitochondrion"; /evidence="ECO:0000255"
O14033	O14033		
Q7XS69	Q7XS69		
P0DKJ8	P0DKJ8		
Q6NKS4	Q6NKS4	TRANSMEM 177..197; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 199..219; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..42; /note="Chloroplast"; /evidence="ECO:0000255"
Q4MYA8	Q4MYA8		
Q08076	Q08076	TRANSMEM 6..26; /note="Helical"; /evidence="ECO:0000255"	
O74365	O74365		
Q8C0V1	Q8C0V1		
O74424	O74424		
P36000	P36000		
O88177	O88177	TRANSMEM 20..47; /note="Helical; Name=TM1"; /evidence="ECO:0000250|UniProtKB:G2Q5N0"; TRANSMEM 52..76; /note="Helical; Name=TM2"; /evidence="ECO:0000250|UniProtKB:G2Q5N0"; TRANSMEM 110..139; /note="Helical; Name=TM3"; /evidence="ECO:0000250|UniProtKB:G2Q5N0"; TRANSMEM 145..183; /note="Helical; Name=TM4"; /evidence="ECO:0000250|UniProtKB:G2Q5N0"; TRANSMEM 250..277; /note="Helical; Name=TM5"; /evidence="ECO:0000250|UniProtKB:G2Q5N0"	
Q9USR2	Q9USR2		
Q9H871	Q9H871		
Q940L4	Q940L4		TRANSIT 1..26; /note="Chloroplast"; /evidence="ECO:0000255"
Q91WE2	Q91WE2		
P07257	P07257		TRANSIT 1..16; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:3028797"
Q07979	Q07979		
Q8LK56	Q8LK56		
P81664	P81664		
Q10SU5	Q10SU5		
Q99J39	Q99J39		TRANSIT 1..38; /note="Mitochondrion"; /evidence="ECO:0000255"
B6HQN4	B6HQN4		
Q9P7G6	Q9P7G6		
Q9D513	Q9D513		
Q925D4	Q925D4	TRANSMEM 61..81; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 89..109; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 125..145; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 197..217; /note="Helical"; /evidence="ECO:0000255"	
Q01359	Q01359		TRANSIT 1..40; /note="Mitochondrion"; /evidence="ECO:0000255"
